Registre,Nom,Tipologia,Inscripció ,Capacitat,Adreça,Municipi,Districte,CP,Comarca,Telèfon,Titular,Qualificació,NIF
S06139,"Servei d'orientació, mediació i suport familiar (SOMS famílies)",Servei de suport social als serveis socials especialitzats,2005-02-18,0,"Pça.Lluís Companys, 12 Edifici Cent Llars E",Girona,,17003,Gironès,972213050,null,null,null
S10936,Distribució d'Aliments Càritas Parroquial Prats,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2022-11-25,0,"C.  Manresa, 4",Prats de Lluçanès,,08513,Osona,,null,null,null
S03667,Equipament Integral Meridiana,Servei de residència temporal per a persones adultes en situació d'exclusió social,1997-07-04,50,"Av. Meridiana, 197, bxs",Barcelona,9,08026,Barcelonès,934084543,Ajuntament de Barcelona,Entitat d'iniciativa pública,P0801900B
S04508,Servei de suport ACCEM,Servei de suport social als serveis socials especialitzats,2000-03-01,0,"C.  Àngel Marsà i Beca, 1, baixos portes 1 i 2",Girona,,17007,Gironès,972414234,Asociación Comisión Católica Española de Migración,Entitat privada d'iniciativa social,G79963237
S09036,Servei d'atenció domiciliària del Solsonès,Servei d'ajuda a domicili,2015-05-28,0,"c.  Dominics, 12",Solsona,,25280,Solsonès,973483234,Consell Comarcal del Solsonès,Entitat d'iniciativa pública,P7500009A
S01932,SBAS 1,Servei bàsic d'atenció social,1993-01-28,0,"Pge.La Plana, 14",Badalona,,08911,Barcelonès,934644624,Ajuntament de Badalona,Entitat d'iniciativa pública,P0801500J
S07025,Centre de dia Vila-Rodona,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2008-02-11,20,"C.  Vilardida, 8",Vila-rodona,,43814,Alt Camp,977639084,Ajuntament de Vila-Rodona,Entitat d'iniciativa pública,P4317200F
S05993,Servei d'acollida i acompanyament de temporers,Servei de suport social als serveis socials especialitzats,2004-08-17,0,"Av. Francesc Cambó, 14, 13è",Barcelona,1,08003,Barcelonès,932680900,Fundació Pagesos Solidaris,Entitat privada d'iniciativa social,G62551254
S08147,"Sacom, Servei acompanyament al malalt",Servei d'ajuda a domicili,2011-10-06,0,"C.  Cal Gabatx, s/n (Viver d'Empreses)","Franqueses del Vallès, les",,08520,Vallès Oriental,931818223,Maria del Mar Torrado Palacios,Entitat privada d'iniciativa mercantil,52145775Z
S07796,Servei social d'atenció especialitzada Fundació Renal Jaume Arnó,Servei de suport social als serveis socials especialitzats,2010-06-22,0,"C.  Enric Granados, 3, 1er",Lleida,,25006,Segrià,973241041,Fundación Renal Jaume Arnó,Entitat privada d'iniciativa social,G25662941
S04846,Servei de suport ETANE,Servei de suport social als serveis socials especialitzats,2001-05-10,0,"C.  Pere Vergés, 1",Barcelona,10,08020,Barcelonès,933144764,Equipo de Trabajo África Negra a l'Ensenyament (ETANE),Entitat privada d'iniciativa social,G59558445
S08619,SOI - Fundació Mas Xirgu,Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI),2013-07-25,14,"C.  Indústria, 22",Girona,,17005,Gironès,972237611,Fundació Mas Xirgu,Entitat privada d'iniciativa social,G55121909
S09927,SAD Ortogan Serveis Bcn,Servei d'ajuda a domicili,2019-03-06,0,"C.  Acàcies, 6, local 1",Barcelona,9,08027,Barcelonès,933522445,"Ortogan Serveis Bcn, SL",Entitat privada d'iniciativa mercantil,B66083361
S07236,Saninet,Servei d'ajuda a domicili,2008-10-14,0,"C.  Llibertat, 34",Barcelona,6,08012,Barcelonès,934150997,"El 9 Masnou, SL",Entitat privada d'iniciativa mercantil,B62712179
S00827,Residencia San Jaime,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1990-10-29,25,"C.  Riera Miró, 123",Reus,,43201,Baix Camp,977344483,Mª Teresa Pérez Veleda,Entitat privada d'iniciativa mercantil,00658047V
S04271,Centre Residencial Mutuam-Manresa,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1999-05-20,31,"C.  Era de l'Huguet, 6-8",Manresa,,08240,Bages,932655900,"Mutuam, Mútua de Previsió Social",Entitat privada d'iniciativa social,V08210676
S07645,Centre Municipal i de Serveis Socials d'Arbeca,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2010-01-12,40,"Av. President Tarradellas, s/n",Arbeca,,25140,Garrigues,973160008,Ajuntament d'Arbeca,Entitat d'iniciativa pública,P2503200D
S08603,Servei de suport als serveis socials bàsics - Fundació Privada Apado,Servei de suport als serveis socials bàsics,2013-06-20,0,"C.  Riereta, 4, Hotel d'Entitats",Sant Boi de Llobregat,,08830,Baix Llobregat,936354005,Fundació Privada Assistència Particular a Domicili (APADO),Entitat privada d'iniciativa social,G63539571
S06045,Centre de dia Verge de la Mercè,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2004-10-05,12,"Rbl.Catalana, 50, 52è","Hospitalet de Llobregat, l'",,08903,Barcelonès,,"Constryvan, SL",Entitat privada d'iniciativa mercantil,B63399596
S03076,Caritas Interparroquial de Girona,Servei de suport social als serveis socials especialitzats,1996-02-26,0,"C.  Pujada de la Mercè, 8",Girona,,17004,Gironès,972204980,Càritas Diocesana de Girona,Entitat privada d'iniciativa social,R1700016G
S07245,ASAD Apoyo Socio-sanitario y Asistencia a Domicilio,Servei d'ajuda a domicili,2008-10-21,0,"Pça.Antoni Pujades i Nirell, loc 9ª",Alella,,08328,Maresme,935402837,"Apoyo Socio-Sanitario y Asistencia a Domicilio,SL",Entitat privada d'iniciativa mercantil,B63072524
S01759,Residència Mirador del Segrià,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1992-10-16,48,"Av. L'Esport, 27",Rosselló,,25124,Segrià,973730337,"Mirador de Segrià, SL",Entitat privada d'iniciativa mercantil,B25262155
S09307,Servei de Menjador Social de la Fundació Jericó,Servei de menjador social,2016-07-20,58,"C.  Tallada, 41",Lleida,,25002,Segrià,619714292,null,null,null
S03913,Residència Saits (servei de residència assistida),Servei de residència assistida per a gent gran de caràcter temporal o permanent,1998-03-18,52,"Rbl.Hospital, 7",Vic,,08500,Osona,938895445,Fundació privada de gestió Claraeulàlies Alfredo Rubio de Castarlenas,Entitat privada d'iniciativa social,G62415013
S06125,Servei de suport Grupo de María Auxiliadora,Servei de suport social als serveis socials especialitzats,2005-01-21,0,"C.  Safareig, 8",Santa Coloma de Gramenet,,08921,Barcelonès,933864847,Grupo de María Auxiliadora,Entitat privada d'iniciativa social,G59362897
S01787,Unitat Bàsica d'Atenció Social Primària. Sector 2. Vall de Ribes,Servei d'ajuda a domicili,1992-11-05,0,"C.  del Progrés, 22",Ripoll,,17500,Ripollès,972703211,Consell Comarcal del Ripollès,Entitat d'iniciativa pública,P6700004B
S04950,Unitat bàsica d'atenció social primària 6.3,Servei bàsic d'atenció social,2001-09-27,0,"Av. Francesc Macià, 189 (Centre cívic President Macià)",Terrassa,,08226,Vallès Occidental,937357438,Ajuntament de Terrassa,Entitat d'iniciativa pública,P0827900B
S05366,Càritas de la Parròquia de la Mare de Déu de la Medalla Miraculosa,Servei de suport als serveis socials bàsics,2002-11-11,0,"C.  Consell de Cent, 110-118",Barcelona,2,08015,Barcelonès,934234676,Parròquia de la Mare de Déu de la Medalla Miraculosa,Entitat privada d'iniciativa social,R0800245C
S10351,Càritas Palau-Solità i Plegamans,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2020-05-12,0,"C.  Mn Cinto Verdaguer, 5-7",Palau de Plegamans,,08184,Vallès Occidental,629144621,null,null,null
S01797,Llar-residència 1,Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,1992-11-06,11,"C.  les Conquilles, 3, bxs 8ª",Palafolls,,08389,Maresme,937654620,Fundació Privada Aspronis,Entitat privada d'iniciativa social,G17338492
S07617,Servei ocupacional d'inserció Marquet Molins,Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI),2009-12-01,14,"C.  Anselm Clavé, 5-7",Sant Feliu de Llobregat,,08980,Baix Llobregat,934871441,Fundació APIP - ACAM,Entitat privada d'iniciativa social,G65529661
S09163,Servei d'Ajuda a Domicili Berllor,Servei d'ajuda a domicili,2015-11-05,0,"Pge.Marconi, 14",Badalona,,08913,Barcelonès,934600815,"Berllor, S.L.",Entitat privada d'iniciativa mercantil,B59934075
S10106,Llar amb Suport Fundació Privada Els Tres Turons Tenerife,Servei de llar amb suport temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2019-07-04,2,"C.  Tenerife, 56",Barcelona,7,08024,Barcelonès,934293210,Fundació Privada els Tres Turons,Entitat privada d'iniciativa social,G63027411
S08469,Associació de Veïns i Veïnes El Besós,Servei de menjador social,2013-01-09,0,"Rbl.Prim, 64-70",Barcelona,10,08019,Barcelonès,932781862,null,null,null
S04983,Residència Geriàtrica Els Jardins de Barcelona,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2001-10-22,25,"C.  Baró de la Barre, 5",Barcelona,6,08023,Barcelonès,932106755,"Residència Geriàtrica Els Jardins de Barcelona, SL",Entitat privada d'iniciativa mercantil,B64367949
S04767,Servei de suport de la Parròquia del Sant Àngel Custodio - Hostafrancs,Servei de suport als serveis socials bàsics,2001-02-12,0,"C.  Vilardell, 48",Barcelona,3,08014,Barcelonès,934233289,Parròquia del Sant Àngel Custodi - Hostafrancs,Entitat privada d'iniciativa social,R0800660C
S04642,Vestuaris servei social d'esport al Barri de Verdún i Col·legi Luz Casanova,Servei de suport als serveis socials bàsics,2000-07-27,0,"C.  Almansa, 52-54",Barcelona,8,08042,Barcelonès,933696181,Congregación de Damas Apostólicas del Sagrado Corazón de Jesús,Entitat privada d'iniciativa social,R0800916I
S08124,Neuro Amunt,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2011-08-12,29,"Trv.de Les Corts, 31, loc",Barcelona,4,08028,Barcelonès,934481154,"Neuro Amunt, SL",Entitat privada d'iniciativa mercantil,B65938524
S08270,Residència d'Avis Lillet SAD,Servei d'ajuda a domicili,2012-03-13,0,"Pge.Pare Ramón, 2","Pobla de Lillet, la",,08696,Berguedà,938236551,Fundació Residència d'Avis de la Pobla de Lillet,Entitat d'iniciativa pública,P5816501J
S10908,Centre de dia l'Aire II,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2022-10-20,30,"C.  del Sol, 167",Sabadell,,08201,Vallès Occidental,937968820,"Centre de Dia L'Aire, SL",Entitat privada d'iniciativa mercantil,B67448290
S05955,Servei de suport CEEFT,Servei de suport als serveis socials bàsics,2004-06-29,0,"C.  Aragó, 287, prl",Barcelona,2,08009,Barcelonès,934873235,Centre d'Estudis Europeu per a la Formació dels Treballadors (CEEFT),Entitat privada d'iniciativa social,G58323841
S09377,Menjador social Centelles,Servei de menjador social,2017-02-10,80,"c.  Fortià Solà, 6",Centelles,,08540,Osona,938810026,Fundació Pública Municipal Residència Sant Gabriel,Entitat d'iniciativa pública,P5806603F
S09734,Distribució aliments Parròquia Santa Maria de Piera,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2018-09-26,0,"C.  Sant Cristòfol, 30",Piera,,08784,Anoia,937789058,null,null,null
S06431,Servei de suport ASSFAC,Servei de suport social als serveis socials especialitzats,2006-02-03,0,"C.  Cuba, 2 (Hotel d'Entitats Can Guardiola)",Barcelona,9,08030,Barcelonès,932741460,Associació Síndrome de Fatiga Crònica,Entitat privada d'iniciativa social,G63737563
S04444,Residència Vida per l'Avi,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1999-11-23,25,"C.  Colón, 11",Vilassar de Mar,,08340,Maresme,937540670,"Vida per l'Avi, SL",Entitat privada d'iniciativa mercantil,B62071832
S04433,Servei de suport. Coordinadora de centres de profunds de Catalunya,Servei de suport social als serveis socials especialitzats,1999-11-18,0,"Pge.de l'Ajuntament, 9, 1er 4ª",Cerdanyola del Vallès,,08290,Vallès Occidental,935809663,Coordinadora de centres de profunds (CCP),Entitat privada d'iniciativa social,G60388352
S06144,Servei de suport de l'agrupació d'entitats per l'atenció al discapacitat,Servei de suport social als serveis socials especialitzats,2005-02-22,0,Pça.Sant Pere,Lleida,,25006,Segrià,973225040,Coordinadora Síndrome de Down a Catalunya,Entitat privada d'iniciativa social,G25552951
S03458,Centre de dia per a gent gran Sabadell Roureda,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1996-12-10,30,"C.  Costabona, s/n",Sabadell,,08207,Vallès Occidental,937246724,Generalitat de Catalunya,Entitat d'iniciativa pública,S0811001G
S10807,Servei d'aliments Caritas Parroquial Sant Gregori,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2022-02-08,0,"C.  de Baix, 82",Sant Gregori,,17150,Gironès,607119638,Càritas Diocesana de Girona,Entitat privada d'iniciativa social,R1700016G
S00544,Residència La Nativitat de Nostra Senyora (servei de llar residència),Servei de llar residència per a gent gran de caràcter temporal o permanent,1990-03-21,46,"C.  Buïgas, 23",Barcelona,5,08017,Barcelonès,932032800,Hermanas Franciscanas Misioneras de la Natividad de Nuestra Señora - Buigas,Entitat privada d'iniciativa social,R0800390G
S05820,Servei de Suport i Orientació a les Famílies,Servei de suport social als serveis socials especialitzats,2004-02-20,0,"Av. del Parc, 9, 6è",Granollers,,08400,Vallès Oriental,647473060,DARUMA Associació de Familiars de Malalts Mentals del Vallès Oriental,Entitat privada d'iniciativa social,G61404612
S01827,Servei d'Habitatge Josep Padrós. Mossèn Anton Romeu-2,Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,1992-11-24,10,"C.  Mossèn Anton Romeu, 78-80, 1er 2ª",Badalona,,08912,Barcelonès,934643401,Institut Municipal de Serveis Personals de Badalona,Entitat d'iniciativa pública,P5801502E
S05148,Servei de suport a la llar CPB-SSM,Servei de suport a l'autonomia a la pròpia llar per a persones amb problemàtica social derivada de malaltia mental,2002-04-23,0,"Pge.Vilaret, 44-46",Barcelona,2,08013,Barcelonès,934334717,Fundació Privada CPB Dr. Fàbregas,Entitat privada d'iniciativa social,G08914020
S08661,Assistents Personals Dependentia,"Servei d'assistència personal de suport a la vida autònoma i d'integració social i comunitària, per a persones amb discapacitat física",2013-10-08,0,"C.  Provença, 111",Barcelona,2,08029,Barcelonès,934342830,"Gesex d'Atenció Domiciliària, SL",Entitat privada d'iniciativa mercantil,B63171870
S06754,Servei de transport adaptat. Transport Groc,Servei de transport adaptat,2007-02-27,0,"Pge.Indústria, 13",Banyoles,,17820,Pla de l'Estany,972580388,Consell Comarcal del Pla de l'Estany,Entitat d'iniciativa pública,P6700010I
S09134,Cdiap Aspronis 2,Servei d'atenció precoç,2015-10-08,0,"C.  Dr. Robert, 3, 1r 1a i 2a",Santa Coloma de Farners,,17430,Selva,972843913,Fundació Privada Aspronis,Entitat privada d'iniciativa social,G17338492
S03459,Centre de dia per a gent gran Millet,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1996-12-12,36,"C.  Camí de Puiggraciós, 1","Ametlla del Vallès, l'",,08480,Vallès Oriental,938430071,"Millet Park, SL",Entitat privada d'iniciativa mercantil,B60149903
S08700,Centre assistencial Sant Joan de Déu (Suport a l'autonomia a la pròpia llar - Disc. intel.lectuals),Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat intel·lectual,2013-12-03,0,"Ctr.Nacional, 240, km. 111",Almacelles,,25100,Segrià,973740010,Sant Joan de Déu Terres de Lleida,Entitat privada d'iniciativa social,R2500280I
S09149,Serveis socials bàsics de Manlleu,Servei bàsic d'atenció social,2015-10-20,0,"C.  Enric Delaris, 7",Manlleu,,08560,Osona,938510848,Ajuntament de Manlleu,Entitat d'iniciativa pública,P0811100G
S01271,Residència Fundació Privada Santa Oliva (servei de residència assistida),Servei de residència assistida per a gent gran de caràcter temporal o permanent,1991-06-07,106,"C.  Argelines, 137",Olesa de Montserrat,,08640,Baix Llobregat,937783556,Fundació Privada Santa Oliva,Entitat privada d'iniciativa social,G08843575
S01886,Centre d'Atenció Primària Creu Alta,Servei bàsic d'atenció social,1993-01-08,0,"C.  de Castellar del Vallès, s/n",Sabadell,,08208,Vallès Occidental,937230020,Ajuntament de Sabadell,Entitat d'iniciativa pública,P0818600I
S01725,Servei Social d'Atenció Primària del Solsonès,Servei bàsic d'atenció social,1992-09-16,0,"C.  Dominics, 14",Solsona,,25280,Solsonès,973482003,Consell Comarcal del Solsonès,Entitat d'iniciativa pública,P7500009A
S07345,Llar Residència Icària,Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,2009-02-12,24,"Ctr.Antiga de Xerta, s/n",Tortosa,,43500,Baix Ebre,977504064,Fundació Privada Mercè Pla,Entitat privada d'iniciativa social,G43542968
S02346,Residència d'Avis Santa Teresa,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1994-02-08,24,"C.  Ravalet, 2",Vilanova i la Geltrú,,08800,Garraf,938932610,"Residència Geriàtrica Santa Teresa, S.L",Entitat privada d'iniciativa mercantil,B60371671
